"Time (UTCG)","Power (W)","Solar Intensity"
1 Jul 2024 01:54:20.000,6.227,1.000000
1 Jul 2024 01:54:30.000,0.825,1.000000
1 Jul 2024 01:54:40.000,6.811,1.000000
1 Jul 2024 01:54:50.000,9.910,1.000000
1 Jul 2024 01:55:00.000,8.867,1.000000
1 Jul 2024 01:55:10.000,6.395,1.000000
1 Jul 2024 01:55:20.000,0.926,1.000000
1 Jul 2024 01:55:30.000,6.922,1.000000
1 Jul 2024 01:55:40.000,10.142,1.000000
1 Jul 2024 01:55:50.000,9.028,1.000000
1 Jul 2024 01:56:00.000,6.543,1.000000
1 Jul 2024 01:56:10.000,1.016,1.000000
1 Jul 2024 01:56:20.000,7.019,1.000000
1 Jul 2024 01:56:30.000,10.332,1.000000
1 Jul 2024 01:56:40.000,9.165,1.000000
1 Jul 2024 01:56:50.000,6.669,1.000000
1 Jul 2024 01:57:00.000,1.095,1.000000
1 Jul 2024 01:57:10.000,7.108,1.000000
1 Jul 2024 01:57:20.000,10.504,1.000000
1 Jul 2024 01:57:30.000,9.279,1.000000
1 Jul 2024 01:57:40.000,6.775,1.000000
1 Jul 2024 01:57:50.000,1.158,1.000000
1 Jul 2024 01:58:00.000,7.175,1.000000
1 Jul 2024 01:58:10.000,10.643,1.000000
1 Jul 2024 01:58:20.000,9.363,1.000000
1 Jul 2024 01:58:30.000,6.865,1.000000
1 Jul 2024 01:58:40.000,1.216,1.000000
1 Jul 2024 01:58:50.000,7.232,1.000000
1 Jul 2024 01:59:00.000,10.741,1.000000
1 Jul 2024 01:59:10.000,9.445,1.000000
1 Jul 2024 01:59:20.000,6.940,1.000000
1 Jul 2024 01:59:30.000,1.254,1.000000
1 Jul 2024 01:59:40.000,7.278,1.000000
1 Jul 2024 01:59:50.000,10.833,1.000000
1 Jul 2024 02:00:00.000,9.493,1.000000
