"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
1 Jul 2024 01:30:20.000,-362.334829,-6614.987972,-1818.998127,-1.122543,-1.942718,7.278829
1 Jul 2024 01:30:30.000,-373.537732,-6634.007801,-1746.099114,-1.118015,-1.861209,7.300824
1 Jul 2024 01:30:40.000,-384.694671,-6652.211375,-1672.984657,-1.113350,-1.779468,7.321918
1 Jul 2024 01:30:50.000,-395.804273,-6669.596432,-1599.663773,-1.108548,-1.697507,7.342109
1 Jul 2024 01:31:00.000,-406.865167,-6686.160812,-1526.145503,-1.103609,-1.615335,7.361394
1 Jul 2024 01:31:10.000,-417.875993,-6701.902456,-1452.438914,-1.098534,-1.532962,7.379772
1 Jul 2024 01:31:20.000,-428.835394,-6716.819410,-1378.553096,-1.093324,-1.450398,7.397240
1 Jul 2024 01:31:30.000,-439.742020,-6730.909817,-1304.497163,-1.087979,-1.367654,7.413795
1 Jul 2024 01:31:40.000,-450.594527,-6744.171928,-1230.280251,-1.082500,-1.284740,7.429435
1 Jul 2024 01:31:50.000,-461.391579,-6756.604094,-1155.911514,-1.076888,-1.201667,7.444159
1 Jul 2024 01:32:00.000,-472.131845,-6768.204768,-1081.400127,-1.071143,-1.118444,7.457965
1 Jul 2024 01:32:10.000,-482.814003,-6778.972507,-1006.755283,-1.065266,-1.035082,7.470850
1 Jul 2024 01:32:20.000,-493.436736,-6788.905974,-931.986192,-1.059258,-0.951591,7.482814
1 Jul 2024 01:32:30.000,-503.998737,-6798.003933,-857.102079,-1.053120,-0.867982,7.493854
1 Jul 2024 01:32:40.000,-514.498703,-6806.265251,-782.112185,-1.046852,-0.784265,7.503970
1 Jul 2024 01:32:50.000,-524.935342,-6813.688900,-707.025762,-1.040455,-0.700450,7.513160
1 Jul 2024 01:33:00.000,-535.307367,-6820.273958,-631.852078,-1.033929,-0.616548,7.521422
1 Jul 2024 01:33:10.000,-545.613501,-6826.019603,-556.600409,-1.027277,-0.532569,7.528757
1 Jul 2024 01:33:20.000,-555.852475,-6830.925122,-481.280042,-1.020497,-0.448524,7.535162
1 Jul 2024 01:33:30.000,-566.023028,-6834.989902,-405.900273,-1.013592,-0.364423,7.540637
1 Jul 2024 01:33:40.000,-576.123906,-6838.213437,-330.470405,-1.006563,-0.280277,7.545181
1 Jul 2024 01:33:50.000,-586.153866,-6840.595326,-254.999747,-0.999409,-0.196096,7.548795
1 Jul 2024 01:34:00.000,-596.111672,-6842.135271,-179.497616,-0.992132,-0.111890,7.551476
1 Jul 2024 01:34:10.000,-605.996098,-6842.833080,-103.973330,-0.984733,-0.027670,7.553226
1 Jul 2024 01:34:20.000,-615.805928,-6842.688664,-28.436210,-0.977213,0.056553,7.554043
1 Jul 2024 01:34:30.000,-625.539952,-6841.702042,47.104419,-0.969572,0.140769,7.553928
1 Jul 2024 01:34:40.000,-635.196974,-6839.873334,122.639235,-0.961812,0.224968,7.552880
1 Jul 2024 01:34:50.000,-644.775803,-6837.202766,198.158913,-0.953934,0.309140,7.550900
1 Jul 2024 01:35:00.000,-654.275262,-6833.690670,273.654133,-0.945938,0.393272,7.547988
1 Jul 2024 01:35:10.000,-663.694180,-6829.337482,349.115577,-0.937826,0.477356,7.544145
1 Jul 2024 01:35:20.000,-673.031399,-6824.143741,424.533931,-0.929599,0.561381,7.539371
1 Jul 2024 01:35:30.000,-682.285770,-6818.110092,499.899886,-0.921257,0.645336,7.533666
1 Jul 2024 01:35:40.000,-691.456154,-6811.237285,575.204142,-0.912801,0.729211,7.527031
1 Jul 2024 01:35:50.000,-700.541423,-6803.526172,650.437404,-0.904234,0.812995,7.519467
1 Jul 2024 01:36:00.000,-709.540460,-6794.977712,725.590389,-0.895555,0.896679,7.510975
1 Jul 2024 01:36:10.000,-718.452157,-6785.592965,800.653821,-0.886766,0.980251,7.501557
1 Jul 2024 01:36:20.000,-727.275420,-6775.373098,875.618438,-0.877868,1.063701,7.491213
1 Jul 2024 01:36:30.000,-736.009164,-6764.319379,950.474990,-0.868862,1.147020,7.479944
1 Jul 2024 01:36:40.000,-744.652314,-6752.433180,1025.214240,-0.859750,1.230195,7.467752
1 Jul 2024 01:36:50.000,-753.203809,-6739.715979,1099.826967,-0.850532,1.313219,7.454640
1 Jul 2024 01:37:00.000,-761.662598,-6726.169353,1174.303965,-0.841209,1.396079,7.440607
1 Jul 2024 01:37:10.000,-770.027641,-6711.794986,1248.636046,-0.831783,1.478765,7.425656
1 Jul 2024 01:37:20.000,-778.297911,-6696.594660,1322.814040,-0.822254,1.561268,7.409790
1 Jul 2024 01:37:30.000,-786.472392,-6680.570265,1396.828796,-0.812625,1.643578,7.393009
1 Jul 2024 01:37:40.000,-794.550081,-6663.723788,1470.671186,-0.802896,1.725683,7.375317
1 Jul 2024 01:37:50.000,-802.529985,-6646.057321,1544.332102,-0.793068,1.807574,7.356715
1 Jul 2024 01:38:00.000,-810.411125,-6627.573057,1617.802458,-0.783143,1.889241,7.337205
1 Jul 2024 01:38:10.000,-818.192533,-6608.273290,1691.073195,-0.773122,1.970673,7.316791
1 Jul 2024 01:38:20.000,-825.873255,-6588.160415,1764.135277,-0.763006,2.051861,7.295475
1 Jul 2024 01:38:30.000,-833.452348,-6567.236928,1836.979695,-0.752797,2.132794,7.273259
1 Jul 2024 01:38:40.000,-840.928883,-6545.505426,1909.597468,-0.742495,2.213462,7.250146
1 Jul 2024 01:38:50.000,-848.301943,-6522.968603,1981.979643,-0.732102,2.293856,7.226140
1 Jul 2024 01:39:00.000,-855.570623,-6499.629258,2054.117297,-0.721619,2.373965,7.201243
1 Jul 2024 01:39:10.000,-862.734032,-6475.490284,2126.001539,-0.711048,2.453780,7.175458
1 Jul 2024 01:39:20.000,-869.791292,-6450.554677,2197.623508,-0.700390,2.533290,7.148789
1 Jul 2024 01:39:30.000,-876.741539,-6424.825528,2268.974378,-0.689646,2.612486,7.121239
1 Jul 2024 01:39:40.000,-883.583921,-6398.306029,2340.045355,-0.678817,2.691359,7.092811
1 Jul 2024 01:39:50.000,-890.317599,-6370.999469,2410.827683,-0.667905,2.769897,7.063509
1 Jul 2024 01:40:00.000,-896.941749,-6342.909234,2481.312641,-0.656911,2.848092,7.033338
1 Jul 2024 01:40:10.000,-903.455560,-6314.038805,2551.491546,-0.645837,2.925934,7.002299
1 Jul 2024 01:40:20.000,-909.858235,-6284.391764,2621.355752,-0.634684,3.003413,6.970399
1 Jul 2024 01:40:30.000,-916.148989,-6253.971784,2690.896655,-0.623454,3.080520,6.937639
1 Jul 2024 01:40:40.000,-922.327054,-6222.782636,2760.105691,-0.612147,3.157245,6.904026
1 Jul 2024 01:40:50.000,-928.391673,-6190.828186,2828.974336,-0.600765,3.233579,6.869562
1 Jul 2024 01:41:00.000,-934.342105,-6158.112393,2897.494112,-0.589309,3.309512,6.834253
1 Jul 2024 01:41:10.000,-940.177622,-6124.639312,2965.656583,-0.577782,3.385035,6.798102
1 Jul 2024 01:41:20.000,-945.897512,-6090.413090,3033.453358,-0.566184,3.460139,6.761114
1 Jul 2024 01:41:30.000,-951.501075,-6055.437966,3100.876093,-0.554517,3.534814,6.723294
1 Jul 2024 01:41:40.000,-956.987628,-6019.718273,3167.916490,-0.542782,3.609051,6.684647
1 Jul 2024 01:41:50.000,-962.356499,-5983.258434,3234.566300,-0.530981,3.682841,6.645178
1 Jul 2024 01:42:00.000,-967.607034,-5946.062966,3300.817322,-0.519115,3.756176,6.604891
1 Jul 2024 01:42:10.000,-972.738592,-5908.136473,3366.661407,-0.507186,3.829045,6.563791
1 Jul 2024 01:42:20.000,-977.750548,-5869.483651,3432.090454,-0.495195,3.901440,6.521884
1 Jul 2024 01:42:30.000,-982.642290,-5830.109285,3497.096418,-0.483144,3.973352,6.479175
1 Jul 2024 01:42:40.000,-987.413223,-5790.018249,3561.671304,-0.471033,4.044773,6.435670
1 Jul 2024 01:42:50.000,-992.062764,-5749.215503,3625.807173,-0.458866,4.115692,6.391373
1 Jul 2024 01:43:00.000,-996.590349,-5707.706098,3689.496139,-0.446642,4.186103,6.346290
1 Jul 2024 01:43:10.000,-1000.995427,-5665.495168,3752.730376,-0.434364,4.255996,6.300428
1 Jul 2024 01:43:20.000,-1005.277460,-5622.587935,3815.502110,-0.422034,4.325362,6.253791
1 Jul 2024 01:43:30.000,-1009.435930,-5578.989707,3877.803629,-0.409652,4.394194,6.206385
1 Jul 2024 01:43:40.000,-1013.470331,-5534.705875,3939.627277,-0.397220,4.462482,6.158218
1 Jul 2024 01:43:50.000,-1017.380173,-5489.741915,4000.965460,-0.384740,4.530218,6.109293
1 Jul 2024 01:44:00.000,-1021.164982,-5444.103385,4061.810644,-0.372214,4.597394,6.059619
1 Jul 2024 01:44:10.000,-1024.824299,-5397.795928,4122.155356,-0.359642,4.664002,6.009200
1 Jul 2024 01:44:20.000,-1028.357680,-5350.825267,4181.992185,-0.347027,4.730034,5.958043
1 Jul 2024 01:44:30.000,-1031.764698,-5303.197206,4241.313787,-0.334370,4.795481,5.906155
1 Jul 2024 01:44:40.000,-1035.044941,-5254.917629,4300.112877,-0.321672,4.860335,5.853542
1 Jul 2024 01:44:50.000,-1038.198012,-5205.992502,4358.382240,-0.308936,4.924590,5.800211
1 Jul 2024 01:45:00.000,-1041.223530,-5156.427866,4416.114725,-0.296162,4.988236,5.746168
1 Jul 2024 01:45:10.000,-1044.121131,-5106.229844,4473.303247,-0.283352,5.051266,5.691420
1 Jul 2024 01:45:20.000,-1046.890465,-5055.404633,4529.940791,-0.270509,5.113672,5.635973
1 Jul 2024 01:45:30.000,-1049.531198,-5003.958508,4586.020408,-0.257633,5.175447,5.579836
1 Jul 2024 01:45:40.000,-1052.043013,-4951.897819,4641.535221,-0.244725,5.236584,5.523014
1 Jul 2024 01:45:50.000,-1054.425608,-4899.228992,4696.478422,-0.231789,5.297074,5.465514
1 Jul 2024 01:46:00.000,-1056.678697,-4845.958525,4750.843273,-0.218825,5.356910,5.407345
1 Jul 2024 01:46:10.000,-1058.802011,-4792.092991,4804.623111,-0.205834,5.416086,5.348513
1 Jul 2024 01:46:20.000,-1060.795295,-4737.639035,4857.811342,-0.192819,5.474593,5.289025
1 Jul 2024 01:46:30.000,-1062.658310,-4682.603373,4910.401448,-0.179781,5.532426,5.228889
1 Jul 2024 01:46:40.000,-1064.390836,-4626.992792,4962.386984,-0.166721,5.589576,5.168112
1 Jul 2024 01:46:50.000,-1065.992666,-4570.814148,5013.761580,-0.153642,5.646037,5.106702
1 Jul 2024 01:47:00.000,-1067.463610,-4514.074368,5064.518943,-0.140544,5.701802,5.044667
1 Jul 2024 01:47:10.000,-1068.803494,-4456.780445,5114.652855,-0.127430,5.756865,4.982013
1 Jul 2024 01:47:20.000,-1070.012159,-4398.939440,5164.157176,-0.114301,5.811218,4.918750
1 Jul 2024 01:47:30.000,-1071.089465,-4340.558480,5213.025844,-0.101158,5.864854,4.854884
1 Jul 2024 01:47:40.000,-1072.035285,-4281.644759,5261.252875,-0.088004,5.917769,4.790424
1 Jul 2024 01:47:50.000,-1072.849509,-4222.205533,5308.832365,-0.074839,5.969954,4.725377
1 Jul 2024 01:48:00.000,-1073.532045,-4162.248124,5355.758490,-0.061666,6.021404,4.659752
1 Jul 2024 01:48:10.000,-1074.082814,-4101.779915,5402.025506,-0.048486,6.072113,4.593557
1 Jul 2024 01:48:20.000,-1074.501754,-4040.808352,5447.627751,-0.035301,6.122074,4.526799
1 Jul 2024 01:48:30.000,-1074.788822,-3979.340941,5492.559646,-0.022112,6.171282,4.459488
1 Jul 2024 01:48:40.000,-1074.943987,-3917.385248,5536.815694,-0.008921,6.219730,4.391631
1 Jul 2024 01:48:50.000,-1074.967237,-3854.948898,5580.390481,0.004271,6.267412,4.323237
1 Jul 2024 01:49:00.000,-1074.858574,-3792.039575,5623.278677,0.017461,6.314323,4.254314
1 Jul 2024 01:49:10.000,-1074.618019,-3728.665018,5665.475037,0.030649,6.360458,4.184871
1 Jul 2024 01:49:20.000,-1074.245605,-3664.833025,5706.974401,0.043833,6.405810,4.114917
1 Jul 2024 01:49:30.000,-1073.741386,-3600.551446,5747.771695,0.057010,6.450374,4.044459
1 Jul 2024 01:49:40.000,-1073.105427,-3535.828188,5787.861933,0.070180,6.494145,3.973507
1 Jul 2024 01:49:50.000,-1072.337813,-3470.671208,5827.240212,0.083341,6.537117,3.902069
1 Jul 2024 01:50:00.000,-1071.438643,-3405.088519,5865.901721,0.096491,6.579286,3.830154
1 Jul 2024 01:50:10.000,-1070.408033,-3339.088182,5903.841733,0.109629,6.620646,3.757771
1 Jul 2024 01:50:20.000,-1069.246115,-3272.678309,5941.055614,0.122752,6.661192,3.684929
1 Jul 2024 01:50:30.000,-1067.953037,-3205.867063,5977.538815,0.135861,6.700920,3.611637
1 Jul 2024 01:50:40.000,-1066.528962,-3138.662654,6013.286878,0.148951,6.739824,3.537903
1 Jul 2024 01:50:50.000,-1064.974070,-3071.073337,6048.295438,0.162024,6.777901,3.463737
1 Jul 2024 01:51:00.000,-1063.288556,-3003.107417,6082.560216,0.175076,6.815144,3.389149
1 Jul 2024 01:51:10.000,-1061.472633,-2934.773243,6116.077028,0.188105,6.851551,3.314146
1 Jul 2024 01:51:20.000,-1059.526527,-2866.079206,6148.841780,0.201112,6.887116,3.238738
1 Jul 2024 01:51:30.000,-1057.450482,-2797.033744,6180.850468,0.214093,6.921835,3.162935
1 Jul 2024 01:51:40.000,-1055.244757,-2727.645333,6212.099185,0.227047,6.955705,3.086745
1 Jul 2024 01:51:50.000,-1052.909627,-2657.922493,6242.584114,0.239974,6.988720,3.010179
1 Jul 2024 01:52:00.000,-1050.445383,-2587.873784,6272.301531,0.252870,7.020878,2.933244
1 Jul 2024 01:52:10.000,-1047.852331,-2517.507804,6301.247809,0.265735,7.052174,2.855952
1 Jul 2024 01:52:20.000,-1045.130793,-2446.833189,6329.419411,0.278567,7.082604,2.778311
1 Jul 2024 01:52:30.000,-1042.281107,-2375.858613,6356.812898,0.291364,7.112166,2.700331
1 Jul 2024 01:52:40.000,-1039.303627,-2304.592786,6383.424925,0.304126,7.140854,2.622021
1 Jul 2024 01:52:50.000,-1036.198720,-2233.044450,6409.252241,0.316849,7.168667,2.543390
1 Jul 2024 01:53:00.000,-1032.966772,-2161.222386,6434.291693,0.329534,7.195599,2.464449
1 Jul 2024 01:53:10.000,-1029.608182,-2089.135403,6458.540223,0.342177,7.221650,2.385207
1 Jul 2024 01:53:20.000,-1026.123365,-2016.792345,6481.994870,0.354779,7.246814,2.305674
1 Jul 2024 01:53:30.000,-1022.512753,-1944.202084,6504.652769,0.367336,7.271090,2.225859
1 Jul 2024 01:53:40.000,-1018.776791,-1871.373524,6526.511153,0.379849,7.294473,2.145773
1 Jul 2024 01:53:50.000,-1014.915939,-1798.315596,6547.567353,0.392314,7.316963,2.065424
1 Jul 2024 01:54:00.000,-1010.930675,-1725.037259,6567.818795,0.404731,7.338555,1.984823
1 Jul 2024 01:54:10.000,-1006.821490,-1651.547500,6587.263007,0.417098,7.359247,1.903980
1 Jul 2024 01:54:20.000,-1002.588889,-1577.855327,6605.897613,0.429414,7.379037,1.822903
1 Jul 2024 01:54:30.000,-998.233395,-1503.969777,6623.720335,0.441676,7.397922,1.741605
1 Jul 2024 01:54:40.000,-993.755544,-1429.899907,6640.728995,0.453885,7.415900,1.660093
1 Jul 2024 01:54:50.000,-989.155886,-1355.654799,6656.921514,0.466037,7.432970,1.578378
1 Jul 2024 01:55:00.000,-984.434989,-1281.243552,6672.295914,0.478133,7.449128,1.496470
1 Jul 2024 01:55:10.000,-979.593432,-1206.675288,6686.850313,0.490169,7.464373,1.414380
1 Jul 2024 01:55:20.000,-974.631810,-1131.959147,6700.582930,0.502145,7.478703,1.332116
1 Jul 2024 01:55:30.000,-969.550734,-1057.104288,6713.492087,0.514060,7.492116,1.249689
1 Jul 2024 01:55:40.000,-964.350827,-982.119883,6725.576202,0.525911,7.504611,1.167109
1 Jul 2024 01:55:50.000,-959.032728,-907.015124,6736.833796,0.537698,7.516187,1.084386
1 Jul 2024 01:56:00.000,-953.597091,-831.799215,6747.263489,0.549419,7.526841,1.001531
1 Jul 2024 01:56:10.000,-948.044582,-756.481373,6756.864002,0.561072,7.536573,0.918552
1 Jul 2024 01:56:20.000,-942.375882,-681.070830,6765.634157,0.572656,7.545382,0.835461
1 Jul 2024 01:56:30.000,-936.591688,-605.576825,6773.572879,0.584171,7.553265,0.752267
1 Jul 2024 01:56:40.000,-930.692707,-530.008612,6780.679189,0.595613,7.560223,0.668981
1 Jul 2024 01:56:50.000,-924.679665,-454.375449,6786.952215,0.606983,7.566255,0.585612
1 Jul 2024 01:57:00.000,-918.553297,-378.686607,6792.391181,0.618278,7.571359,0.502170
1 Jul 2024 01:57:10.000,-912.314355,-302.951359,6796.995417,0.629498,7.575536,0.418667
1 Jul 2024 01:57:20.000,-905.963602,-227.178988,6800.764352,0.640640,7.578784,0.335112
1 Jul 2024 01:57:30.000,-899.501818,-151.378779,6803.697515,0.651704,7.581103,0.251515
1 Jul 2024 01:57:40.000,-892.929793,-75.560020,6805.794541,0.662688,7.582494,0.167886
1 Jul 2024 01:57:50.000,-886.248332,0.267996,6807.055162,0.673591,7.582955,0.084236
1 Jul 2024 01:58:00.000,-879.458254,76.095976,6807.479216,0.684411,7.582487,0.000574
1 Jul 2024 01:58:10.000,-872.560390,151.914628,6807.066638,0.695148,7.581089,-0.083089
1 Jul 2024 01:58:20.000,-865.555583,227.714660,6805.817468,0.705799,7.578762,-0.166743
1 Jul 2024 01:58:30.000,-858.444693,303.486780,6803.731847,0.716364,7.575507,-0.250377
1 Jul 2024 01:58:40.000,-851.228588,379.221702,6800.810018,0.726842,7.571323,-0.333983
1 Jul 2024 01:58:50.000,-843.908152,454.910143,6797.052325,0.737230,7.566211,-0.417549
1 Jul 2024 01:59:00.000,-836.484280,530.542825,6792.459213,0.747529,7.560171,-0.501065
1 Jul 2024 01:59:10.000,-828.957882,606.110477,6787.031230,0.757736,7.553205,-0.584521
1 Jul 2024 01:59:20.000,-821.329877,681.603836,6780.769024,0.767850,7.545313,-0.667907
1 Jul 2024 01:59:30.000,-813.601200,757.013646,6773.673347,0.777870,7.536495,-0.751214
1 Jul 2024 01:59:40.000,-805.772794,832.330661,6765.745049,0.787795,7.526754,-0.834430
1 Jul 2024 01:59:50.000,-797.845619,907.545648,6756.985085,0.797624,7.516090,-0.917546
1 Jul 2024 02:00:00.000,-789.820642,982.649384,6747.394508,0.807355,7.504504,-1.000551
