"Time (UTCG)","Power (W)","Solar Intensity"
1 Jul 2024 01:28:40.000,7.095,1.000000
1 Jul 2024 01:28:50.000,9.897,1.000000
1 Jul 2024 01:29:00.000,9.264,1.000000
1 Jul 2024 01:29:10.000,6.145,1.000000
1 Jul 2024 01:29:20.000,0.746,1.000000
1 Jul 2024 01:29:30.000,7.548,1.000000
1 Jul 2024 01:29:40.000,9.381,1.000000
1 Jul 2024 01:29:50.000,9.346,1.000000
1 Jul 2024 01:30:00.000,5.618,1.000000
1 Jul 2024 01:30:10.000,2.085,1.000000
1 Jul 2024 01:30:20.000,7.737,1.000000
1 Jul 2024 01:30:30.000,8.620,1.000000
1 Jul 2024 01:30:40.000,9.137,1.000000
1 Jul 2024 01:30:50.000,4.958,1.000000
1 Jul 2024 01:31:00.000,3.387,1.000000
1 Jul 2024 01:31:10.000,8.728,1.000000
1 Jul 2024 01:31:20.000,7.497,1.000000
1 Jul 2024 01:31:30.000,8.593,1.000000
1 Jul 2024 01:31:40.000,4.113,1.000000
1 Jul 2024 01:31:50.000,4.542,1.000000
1 Jul 2024 01:32:00.000,9.470,1.000000
1 Jul 2024 01:32:10.000,7.091,1.000000
1 Jul 2024 01:32:20.000,7.869,1.000000
1 Jul 2024 01:32:30.000,3.135,1.000000
1 Jul 2024 01:32:40.000,5.595,1.000000
1 Jul 2024 01:32:50.000,9.984,1.000000
1 Jul 2024 01:33:00.000,8.021,1.000000
1 Jul 2024 01:33:10.000,6.810,1.000000
1 Jul 2024 01:33:20.000,2.075,1.000000
1 Jul 2024 01:33:30.000,6.388,1.000000
1 Jul 2024 01:33:40.000,10.123,1.000000
1 Jul 2024 01:33:50.000,8.729,1.000000
1 Jul 2024 01:34:00.000,6.439,1.000000
1 Jul 2024 01:34:10.000,0.946,1.000000
1 Jul 2024 01:34:20.000,7.015,1.000000
1 Jul 2024 01:34:30.000,9.993,1.000000
1 Jul 2024 01:34:40.000,9.190,1.000000
1 Jul 2024 01:34:50.000,6.211,1.000000
1 Jul 2024 01:35:00.000,0.569,1.000000
1 Jul 2024 01:35:10.000,7.478,1.000000
1 Jul 2024 01:35:20.000,9.526,1.000000
1 Jul 2024 01:35:30.000,9.345,1.000000
1 Jul 2024 01:35:40.000,5.722,1.000000
1 Jul 2024 01:35:50.000,1.855,1.000000
1 Jul 2024 01:36:00.000,7.661,1.000000
1 Jul 2024 01:36:10.000,8.721,1.000000
1 Jul 2024 01:36:20.000,9.198,1.000000
1 Jul 2024 01:36:30.000,5.035,1.000000
1 Jul 2024 01:36:40.000,3.166,1.000000
1 Jul 2024 01:36:50.000,8.588,1.000000
1 Jul 2024 01:37:00.000,7.593,1.000000
1 Jul 2024 01:37:10.000,8.768,1.000000
1 Jul 2024 01:37:20.000,4.249,1.000000
1 Jul 2024 01:37:30.000,4.384,1.000000
1 Jul 2024 01:37:40.000,9.399,1.000000
1 Jul 2024 01:37:50.000,6.997,1.000000
1 Jul 2024 01:38:00.000,7.956,1.000000
1 Jul 2024 01:38:10.000,3.275,1.000000
1 Jul 2024 01:38:20.000,5.440,1.000000
1 Jul 2024 01:38:30.000,9.954,1.000000
1 Jul 2024 01:38:40.000,7.933,1.000000
1 Jul 2024 01:38:50.000,6.956,1.000000
1 Jul 2024 01:39:00.000,2.219,1.000000
1 Jul 2024 01:39:10.000,6.334,1.000000
1 Jul 2024 01:39:20.000,10.188,1.000000
1 Jul 2024 01:39:30.000,8.655,1.000000
1 Jul 2024 01:39:40.000,6.497,1.000000
1 Jul 2024 01:39:50.000,1.145,1.000000
1 Jul 2024 01:40:00.000,6.934,1.000000
1 Jul 2024 01:40:10.000,9.996,1.000000
1 Jul 2024 01:40:20.000,9.142,1.000000
1 Jul 2024 01:40:30.000,6.273,1.000000
1 Jul 2024 01:40:40.000,0.330,1.000000
1 Jul 2024 01:40:50.000,7.429,1.000000
1 Jul 2024 01:41:00.000,9.639,1.000000
1 Jul 2024 01:41:10.000,9.344,1.000000
1 Jul 2024 01:41:20.000,5.795,1.000000
1 Jul 2024 01:41:30.000,1.684,1.000000
1 Jul 2024 01:41:40.000,7.717,1.000000
1 Jul 2024 01:41:50.000,8.875,1.000000
1 Jul 2024 01:42:00.000,9.259,1.000000
1 Jul 2024 01:42:10.000,5.165,1.000000
1 Jul 2024 01:42:20.000,3.000,1.000000
1 Jul 2024 01:42:30.000,8.394,1.000000
1 Jul 2024 01:42:40.000,7.837,1.000000
1 Jul 2024 01:42:50.000,8.792,1.000000
1 Jul 2024 01:43:00.000,4.336,1.000000
1 Jul 2024 01:43:10.000,4.221,1.000000
1 Jul 2024 01:43:20.000,9.332,1.000000
1 Jul 2024 01:43:30.000,6.808,1.000000
1 Jul 2024 01:43:40.000,8.139,1.000000
1 Jul 2024 01:43:50.000,3.463,1.000000
1 Jul 2024 01:44:00.000,5.287,1.000000
1 Jul 2024 01:44:10.000,9.894,1.000000
1 Jul 2024 01:44:20.000,7.800,1.000000
1 Jul 2024 01:44:30.000,7.153,1.000000
1 Jul 2024 01:44:40.000,2.363,1.000000
1 Jul 2024 01:44:50.000,6.184,1.000000
1 Jul 2024 01:45:00.000,10.087,1.000000
1 Jul 2024 01:45:10.000,8.631,1.000000
1 Jul 2024 01:45:20.000,6.501,1.000000
1 Jul 2024 01:45:30.000,1.290,1.000000
1 Jul 2024 01:45:40.000,6.911,1.000000
1 Jul 2024 01:45:50.000,10.025,1.000000
1 Jul 2024 01:46:00.000,9.129,1.000000
1 Jul 2024 01:46:10.000,6.289,1.000000
1 Jul 2024 01:46:20.000,0.101,1.000000
1 Jul 2024 01:46:30.000,7.399,1.000000
1 Jul 2024 01:46:40.000,9.653,1.000000
1 Jul 2024 01:46:50.000,9.360,1.000000
1 Jul 2024 01:47:00.000,5.866,1.000000
1 Jul 2024 01:47:10.000,1.514,1.000000
1 Jul 2024 01:47:20.000,7.648,1.000000
1 Jul 2024 01:47:30.000,9.035,1.000000
1 Jul 2024 01:47:40.000,9.272,1.000000
1 Jul 2024 01:47:50.000,5.242,1.000000
1 Jul 2024 01:48:00.000,2.775,1.000000
1 Jul 2024 01:48:10.000,8.255,1.000000
1 Jul 2024 01:48:20.000,7.954,1.000000
1 Jul 2024 01:48:30.000,8.911,1.000000
1 Jul 2024 01:48:40.000,4.469,1.000000
1 Jul 2024 01:48:50.000,4.058,1.000000
1 Jul 2024 01:49:00.000,9.150,1.000000
1 Jul 2024 01:49:10.000,6.607,1.000000
1 Jul 2024 01:49:20.000,8.221,1.000000
1 Jul 2024 01:49:30.000,3.554,1.000000
1 Jul 2024 01:49:40.000,5.132,1.000000
1 Jul 2024 01:49:50.000,9.810,1.000000
1 Jul 2024 01:50:00.000,7.747,1.000000
1 Jul 2024 01:50:10.000,7.249,1.000000
1 Jul 2024 01:50:20.000,2.555,1.000000
1 Jul 2024 01:50:30.000,6.096,1.000000
1 Jul 2024 01:50:40.000,10.100,1.000000
1 Jul 2024 01:50:50.000,8.486,1.000000
1 Jul 2024 01:51:00.000,6.507,1.000000
1 Jul 2024 01:51:10.000,1.435,1.000000
1 Jul 2024 01:51:20.000,6.828,1.000000
1 Jul 2024 01:51:30.000,10.100,1.000000
1 Jul 2024 01:51:40.000,9.064,1.000000
1 Jul 2024 01:51:50.000,6.351,1.000000
1 Jul 2024 01:52:00.000,0.330,1.000000
1 Jul 2024 01:52:10.000,7.327,1.000000
1 Jul 2024 01:52:20.000,9.742,1.000000
1 Jul 2024 01:52:30.000,9.341,1.000000
1 Jul 2024 01:52:40.000,5.936,1.000000
1 Jul 2024 01:52:50.000,1.339,1.000000
1 Jul 2024 01:53:00.000,7.641,1.000000
1 Jul 2024 01:53:10.000,9.060,1.000000
1 Jul 2024 01:53:20.000,9.279,1.000000
1 Jul 2024 01:53:30.000,5.369,1.000000
1 Jul 2024 01:53:40.000,2.667,1.000000
1 Jul 2024 01:53:50.000,8.138,1.000000
1 Jul 2024 01:54:00.000,8.132,1.000000
1 Jul 2024 01:54:10.000,8.982,1.000000
1 Jul 2024 01:54:20.000,4.603,1.000000
1 Jul 2024 01:54:30.000,3.871,1.000000
1 Jul 2024 01:54:40.000,9.110,1.000000
1 Jul 2024 01:54:50.000,6.896,1.000000
1 Jul 2024 01:55:00.000,8.303,1.000000
1 Jul 2024 01:55:10.000,3.693,1.000000
1 Jul 2024 01:55:20.000,5.032,1.000000
1 Jul 2024 01:55:30.000,9.716,1.000000
1 Jul 2024 01:55:40.000,7.627,1.000000
1 Jul 2024 01:55:50.000,7.356,1.000000
1 Jul 2024 01:56:00.000,2.648,1.000000
1 Jul 2024 01:56:10.000,5.944,1.000000
1 Jul 2024 01:56:20.000,10.055,1.000000
1 Jul 2024 01:56:30.000,8.428,1.000000
1 Jul 2024 01:56:40.000,6.560,1.000000
1 Jul 2024 01:56:50.000,1.523,1.000000
1 Jul 2024 01:57:00.000,6.747,1.000000
1 Jul 2024 01:57:10.000,10.124,1.000000
1 Jul 2024 01:57:20.000,8.994,1.000000
1 Jul 2024 01:57:30.000,6.363,1.000000
1 Jul 2024 01:57:40.000,0.470,1.000000
1 Jul 2024 01:57:50.000,7.252,1.000000
1 Jul 2024 01:58:00.000,9.794,1.000000
1 Jul 2024 01:58:10.000,9.333,1.000000
1 Jul 2024 01:58:20.000,6.006,1.000000
1 Jul 2024 01:58:30.000,1.110,1.000000
1 Jul 2024 01:58:40.000,7.633,1.000000
1 Jul 2024 01:58:50.000,9.200,1.000000
1 Jul 2024 01:59:00.000,9.282,1.000000
1 Jul 2024 01:59:10.000,5.444,1.000000
1 Jul 2024 01:59:20.000,2.442,1.000000
1 Jul 2024 01:59:30.000,7.962,1.000000
1 Jul 2024 01:59:40.000,8.329,1.000000
1 Jul 2024 01:59:50.000,8.950,1.000000
1 Jul 2024 02:00:00.000,4.735,1.000000
