"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
1 Jul 2024 01:20:20.000,339.899251,-4122.741187,-5481.518558,-1.131315,-6.054326,4.476206
1 Jul 2024 01:20:30.000,328.565483,-4183.030271,-5436.420173,-1.135415,-6.003367,4.543379
1 Jul 2024 01:20:40.000,317.191408,-4242.806061,-5390.652827,-1.139376,-5.951669,4.609997
1 Jul 2024 01:20:50.000,305.778420,-4302.061199,-5344.222121,-1.143198,-5.899237,4.676050
1 Jul 2024 01:21:00.000,294.327917,-4360.788386,-5297.133736,-1.146879,-5.846080,4.741531
1 Jul 2024 01:21:10.000,282.841305,-4418.980390,-5249.393436,-1.150420,-5.792202,4.806432
1 Jul 2024 01:21:20.000,271.319990,-4476.630043,-5201.007064,-1.153819,-5.737610,4.870744
1 Jul 2024 01:21:30.000,259.765386,-4533.730241,-5151.980545,-1.157078,-5.682312,4.934460
1 Jul 2024 01:21:40.000,248.178910,-4590.273949,-5102.319880,-1.160194,-5.626313,4.997572
1 Jul 2024 01:21:50.000,236.561983,-4646.254198,-5052.031151,-1.163168,-5.569621,5.060071
1 Jul 2024 01:22:00.000,224.916028,-4701.664089,-5001.120518,-1.165999,-5.512243,5.121951
1 Jul 2024 01:22:10.000,213.242476,-4756.496790,-4949.594215,-1.168687,-5.454185,5.183204
1 Jul 2024 01:22:20.000,201.542756,-4810.745540,-4897.458554,-1.171232,-5.395454,5.243822
1 Jul 2024 01:22:30.000,189.818306,-4864.403649,-4844.719924,-1.173634,-5.336058,5.303797
1 Jul 2024 01:22:40.000,178.070563,-4917.464499,-4791.384787,-1.175891,-5.276003,5.363122
1 Jul 2024 01:22:50.000,166.300968,-4969.921543,-4737.459678,-1.178004,-5.215298,5.421790
1 Jul 2024 01:23:00.000,154.510965,-5021.768310,-4682.951208,-1.179972,-5.153949,5.479793
1 Jul 2024 01:23:10.000,142.702002,-5072.998401,-4627.866058,-1.181796,-5.091964,5.537124
1 Jul 2024 01:23:20.000,130.875528,-5123.605493,-4572.210983,-1.183475,-5.029350,5.593777
1 Jul 2024 01:23:30.000,119.032993,-5173.583337,-4515.992806,-1.185008,-4.966116,5.649743
1 Jul 2024 01:23:40.000,107.175852,-5222.925764,-4459.218423,-1.186396,-4.902268,5.705017
1 Jul 2024 01:23:50.000,95.305560,-5271.626679,-4401.894798,-1.187638,-4.837815,5.759591
1 Jul 2024 01:24:00.000,83.423575,-5319.680067,-4344.028962,-1.188735,-4.772764,5.813458
1 Jul 2024 01:24:10.000,71.531354,-5367.079992,-4285.628017,-1.189685,-4.707123,5.866612
1 Jul 2024 01:24:20.000,59.630359,-5413.820597,-4226.699129,-1.190490,-4.640901,5.919045
1 Jul 2024 01:24:30.000,47.722051,-5459.896106,-4167.249532,-1.191148,-4.574106,5.970753
1 Jul 2024 01:24:40.000,35.807892,-5505.300824,-4107.286521,-1.191660,-4.506745,6.021727
1 Jul 2024 01:24:50.000,23.889345,-5550.029139,-4046.817461,-1.192025,-4.438826,6.071962
1 Jul 2024 01:25:00.000,11.967875,-5594.075520,-3985.849776,-1.192244,-4.370359,6.121451
1 Jul 2024 01:25:10.000,0.044945,-5637.434520,-3924.390953,-1.192317,-4.301352,6.170188
1 Jul 2024 01:25:20.000,-11.877978,-5680.100778,-3862.448543,-1.192243,-4.231812,6.218167
1 Jul 2024 01:25:30.000,-23.799431,-5722.069015,-3800.030153,-1.192023,-4.161749,6.265383
1 Jul 2024 01:25:40.000,-35.717948,-5763.334041,-3737.143454,-1.191656,-4.091171,6.311828
1 Jul 2024 01:25:50.000,-47.632066,-5803.890747,-3673.796173,-1.191143,-4.020087,6.357498
1 Jul 2024 01:26:00.000,-59.540319,-5843.734117,-3609.996096,-1.190483,-3.948505,6.402387
1 Jul 2024 01:26:10.000,-71.441244,-5882.859219,-3545.751065,-1.189677,-3.876435,6.446488
1 Jul 2024 01:26:20.000,-83.333378,-5921.261209,-3481.068977,-1.188725,-3.803884,6.489797
1 Jul 2024 01:26:30.000,-95.215259,-5958.935333,-3415.957787,-1.187627,-3.730863,6.532308
1 Jul 2024 01:26:40.000,-107.085427,-5995.876926,-3350.425499,-1.186382,-3.657379,6.574015
1 Jul 2024 01:26:50.000,-118.942422,-6032.081413,-3284.480174,-1.184992,-3.583443,6.614914
1 Jul 2024 01:27:00.000,-130.784787,-6067.544310,-3218.129922,-1.183456,-3.509063,6.655000
1 Jul 2024 01:27:10.000,-142.611064,-6102.261223,-3151.382907,-1.181775,-3.434248,6.694266
1 Jul 2024 01:27:20.000,-154.419799,-6136.227851,-3084.247339,-1.179948,-3.359008,6.732709
1 Jul 2024 01:27:30.000,-166.209541,-6169.439986,-3016.731480,-1.177976,-3.283351,6.770324
1 Jul 2024 01:27:40.000,-177.978839,-6201.893510,-2948.843639,-1.175859,-3.207287,6.807105
1 Jul 2024 01:27:50.000,-189.726244,-6233.584401,-2880.592170,-1.173598,-3.130826,6.843049
1 Jul 2024 01:28:00.000,-201.450313,-6264.508731,-2811.985475,-1.171192,-3.053976,6.878150
1 Jul 2024 01:28:10.000,-213.149602,-6294.662664,-2743.032001,-1.168642,-2.976748,6.912404
1 Jul 2024 01:28:20.000,-224.822672,-6324.042462,-2673.740236,-1.165948,-2.899151,6.945807
1 Jul 2024 01:28:30.000,-236.468087,-6352.644480,-2604.118714,-1.163111,-2.821194,6.978355
1 Jul 2024 01:28:40.000,-248.084413,-6380.465170,-2534.176008,-1.160130,-2.742887,7.010043
1 Jul 2024 01:28:50.000,-259.670221,-6407.501081,-2463.920733,-1.157007,-2.664240,7.040868
1 Jul 2024 01:29:00.000,-271.224085,-6433.748859,-2393.361543,-1.153742,-2.585262,7.070825
1 Jul 2024 01:29:10.000,-282.744582,-6459.205246,-2322.507131,-1.150334,-2.505963,7.099912
1 Jul 2024 01:29:20.000,-294.230295,-6483.867083,-2251.366226,-1.146785,-2.426353,7.128123
1 Jul 2024 01:29:30.000,-305.679809,-6507.731309,-2179.947594,-1.143094,-2.346442,7.155456
1 Jul 2024 01:29:40.000,-317.091716,-6530.794960,-2108.260037,-1.139263,-2.266240,7.181908
1 Jul 2024 01:29:50.000,-328.464609,-6553.055175,-2036.312389,-1.135292,-2.185757,7.207474
1 Jul 2024 01:30:00.000,-339.797089,-6574.509188,-1964.113519,-1.131181,-2.105002,7.232152
1 Jul 2024 01:30:10.000,-351.087760,-6595.154336,-1891.672327,-1.126930,-2.023985,7.255938
1 Jul 2024 01:30:20.000,-362.335231,-6614.988055,-1818.997743,-1.122541,-1.942717,7.278830
1 Jul 2024 01:30:30.000,-373.538119,-6634.007881,-1746.098726,-1.118013,-1.861208,7.300824
1 Jul 2024 01:30:40.000,-384.695042,-6652.211452,-1672.984267,-1.113348,-1.779468,7.321918
1 Jul 2024 01:30:50.000,-395.804627,-6669.596505,-1599.663379,-1.108546,-1.697507,7.342109
1 Jul 2024 01:31:00.000,-406.865505,-6686.160882,-1526.145106,-1.103607,-1.615334,7.361395
1 Jul 2024 01:31:10.000,-417.876315,-6701.902523,-1452.438513,-1.098532,-1.532961,7.379772
1 Jul 2024 01:31:20.000,-428.835699,-6716.819473,-1378.552693,-1.093322,-1.450398,7.397240
1 Jul 2024 01:31:30.000,-439.742309,-6730.909877,-1304.496757,-1.087977,-1.367654,7.413795
1 Jul 2024 01:31:40.000,-450.594799,-6744.171985,-1230.279841,-1.082499,-1.284740,7.429436
1 Jul 2024 01:31:50.000,-461.391835,-6756.604147,-1155.911101,-1.076886,-1.201667,7.444160
1 Jul 2024 01:32:00.000,-472.132085,-6768.204817,-1081.399712,-1.071142,-1.118444,7.457965
1 Jul 2024 01:32:10.000,-482.814226,-6778.972554,-1006.754865,-1.065265,-1.035081,7.470851
1 Jul 2024 01:32:20.000,-493.436943,-6788.906017,-931.985771,-1.059257,-0.951591,7.482814
1 Jul 2024 01:32:30.000,-503.998926,-6798.003972,-857.101655,-1.053118,-0.867981,7.493855
1 Jul 2024 01:32:40.000,-514.498876,-6806.265287,-782.111758,-1.046850,-0.784264,7.503970
1 Jul 2024 01:32:50.000,-524.935498,-6813.688933,-707.025333,-1.040453,-0.700450,7.513160
1 Jul 2024 01:33:00.000,-535.307507,-6820.273987,-631.851646,-1.033928,-0.616548,7.521423
1 Jul 2024 01:33:10.000,-545.613624,-6826.019629,-556.599975,-1.027275,-0.532569,7.528757
1 Jul 2024 01:33:20.000,-555.852582,-6830.925144,-481.279605,-1.020496,-0.448524,7.535162
1 Jul 2024 01:33:30.000,-566.023117,-6834.989920,-405.899833,-1.013591,-0.364423,7.540637
1 Jul 2024 01:33:40.000,-576.123979,-6838.213452,-330.469963,-1.006561,-0.280277,7.545182
1 Jul 2024 01:33:50.000,-586.153922,-6840.595338,-254.999304,-0.999407,-0.196095,7.548795
1 Jul 2024 01:34:00.000,-596.111711,-6842.135279,-179.497170,-0.992130,-0.111890,7.551476
1 Jul 2024 01:34:10.000,-605.996121,-6842.833085,-103.972882,-0.984731,-0.027670,7.553226
1 Jul 2024 01:34:20.000,-615.805934,-6842.688666,-28.435760,-0.977211,0.056553,7.554043
1 Jul 2024 01:34:30.000,-625.539942,-6841.702040,47.104872,-0.969571,0.140770,7.553928
1 Jul 2024 01:34:40.000,-635.196946,-6839.873328,122.639689,-0.961811,0.224969,7.552880
1 Jul 2024 01:34:50.000,-644.775759,-6837.202757,198.159370,-0.953932,0.309140,7.550900
1 Jul 2024 01:35:00.000,-654.275201,-6833.690658,273.654592,-0.945937,0.393273,7.547989
1 Jul 2024 01:35:10.000,-663.694102,-6829.337466,349.116038,-0.937824,0.477357,7.544145
1 Jul 2024 01:35:20.000,-673.031305,-6824.143721,424.534393,-0.929597,0.561381,7.539371
1 Jul 2024 01:35:30.000,-682.285659,-6818.110069,499.900350,-0.921255,0.645336,7.533666
1 Jul 2024 01:35:40.000,-691.456026,-6811.237258,575.204608,-0.912800,0.729211,7.527031
1 Jul 2024 01:35:50.000,-700.541278,-6803.526142,650.437872,-0.904232,0.812996,7.519467
1 Jul 2024 01:36:00.000,-709.540298,-6794.977679,725.590858,-0.895553,0.896679,7.510975
1 Jul 2024 01:36:10.000,-718.451979,-6785.592928,800.654292,-0.886765,0.980251,7.501557
1 Jul 2024 01:36:20.000,-727.275226,-6775.373058,875.618911,-0.877867,1.063702,7.491213
1 Jul 2024 01:36:30.000,-736.008953,-6764.319335,950.475464,-0.868861,1.147020,7.479944
1 Jul 2024 01:36:40.000,-744.652086,-6752.433133,1025.214715,-0.859748,1.230196,7.467753
1 Jul 2024 01:36:50.000,-753.203565,-6739.715928,1099.827443,-0.850530,1.313219,7.454640
1 Jul 2024 01:37:00.000,-761.662337,-6726.169299,1174.304443,-0.841207,1.396079,7.440607
1 Jul 2024 01:37:10.000,-770.027364,-6711.794928,1248.636525,-0.831781,1.478766,7.425657
1 Jul 2024 01:37:20.000,-778.297617,-6696.594600,1322.814520,-0.822253,1.561269,7.409790
1 Jul 2024 01:37:30.000,-786.472082,-6680.570201,1396.829277,-0.812623,1.643578,7.393009
1 Jul 2024 01:37:40.000,-794.549754,-6663.723721,1470.671668,-0.802894,1.725683,7.375317
1 Jul 2024 01:37:50.000,-802.529642,-6646.057250,1544.332585,-0.793067,1.807574,7.356715
1 Jul 2024 01:38:00.000,-810.410766,-6627.572983,1617.802942,-0.783142,1.889241,7.337206
1 Jul 2024 01:38:10.000,-818.192158,-6608.273213,1691.073680,-0.773121,1.970673,7.316791
1 Jul 2024 01:38:20.000,-825.872864,-6588.160334,1764.135762,-0.763005,2.051861,7.295475
1 Jul 2024 01:38:30.000,-833.451941,-6567.236844,1836.980181,-0.752795,2.132794,7.273259
1 Jul 2024 01:38:40.000,-840.928460,-6545.505338,1909.597955,-0.742493,2.213462,7.250146
1 Jul 2024 01:38:50.000,-848.301503,-6522.968513,1981.980130,-0.732100,2.293856,7.226140
1 Jul 2024 01:39:00.000,-855.570167,-6499.629164,2054.117785,-0.721618,2.373965,7.201243
1 Jul 2024 01:39:10.000,-862.733560,-6475.490187,2126.002028,-0.711046,2.453780,7.175458
1 Jul 2024 01:39:20.000,-869.790805,-6450.554576,2197.623997,-0.700388,2.533291,7.148789
1 Jul 2024 01:39:30.000,-876.741036,-6424.825424,2268.974867,-0.689644,2.612487,7.121239
1 Jul 2024 01:39:40.000,-883.583401,-6398.305922,2340.045845,-0.678815,2.691359,7.092811
1 Jul 2024 01:39:50.000,-890.317064,-6370.999358,2410.828173,-0.667903,2.769897,7.063509
1 Jul 2024 01:40:00.000,-896.941199,-6342.909120,2481.313131,-0.656910,2.848092,7.033338
1 Jul 2024 01:40:10.000,-903.454994,-6314.038688,2551.492036,-0.645836,2.925934,7.002299
1 Jul 2024 01:40:20.000,-909.857653,-6284.391643,2621.356242,-0.634683,3.003413,6.970399
1 Jul 2024 01:40:30.000,-916.148392,-6253.971660,2690.897145,-0.623452,3.080520,6.937639
1 Jul 2024 01:40:40.000,-922.326441,-6222.782509,2760.106181,-0.612145,3.157245,6.904026
1 Jul 2024 01:40:50.000,-928.391045,-6190.828056,2828.974826,-0.600763,3.233579,6.869562
1 Jul 2024 01:41:00.000,-934.341462,-6158.112260,2897.494602,-0.589308,3.309512,6.834253
1 Jul 2024 01:41:10.000,-940.176965,-6124.639176,2965.657073,-0.577781,3.385035,6.798102
1 Jul 2024 01:41:20.000,-945.896839,-6090.412951,3033.453848,-0.566183,3.460139,6.761114
1 Jul 2024 01:41:30.000,-951.500388,-6055.437823,3100.876582,-0.554516,3.534814,6.723294
1 Jul 2024 01:41:40.000,-956.986925,-6019.718127,3167.916979,-0.542781,3.609051,6.684647
1 Jul 2024 01:41:50.000,-962.355781,-5983.258286,3234.566788,-0.530980,3.682842,6.645178
1 Jul 2024 01:42:00.000,-967.606302,-5946.062814,3300.817810,-0.519114,3.756176,6.604891
1 Jul 2024 01:42:10.000,-972.737846,-5908.136319,3366.661893,-0.507185,3.829045,6.563791
1 Jul 2024 01:42:20.000,-977.749787,-5869.483494,3432.090940,-0.495194,3.901440,6.521884
1 Jul 2024 01:42:30.000,-982.641515,-5830.109125,3497.096903,-0.483142,3.973352,6.479175
1 Jul 2024 01:42:40.000,-987.412433,-5790.018085,3561.671788,-0.471032,4.044773,6.435670
1 Jul 2024 01:42:50.000,-992.061960,-5749.215337,3625.807656,-0.458864,4.115693,6.391373
1 Jul 2024 01:43:00.000,-996.589531,-5707.705929,3689.496622,-0.446641,4.186103,6.346290
1 Jul 2024 01:43:10.000,-1000.994594,-5665.494996,3752.730858,-0.434363,4.255996,6.300427
1 Jul 2024 01:43:20.000,-1005.276614,-5622.587760,3815.502591,-0.422032,4.325362,6.253791
1 Jul 2024 01:43:30.000,-1009.435070,-5578.989529,3877.804109,-0.409650,4.394194,6.206385
1 Jul 2024 01:43:40.000,-1013.469457,-5534.705694,3939.627756,-0.397219,4.462482,6.158218
1 Jul 2024 01:43:50.000,-1017.379286,-5489.741731,4000.965938,-0.384739,4.530218,6.109293
1 Jul 2024 01:44:00.000,-1021.164081,-5444.103199,4061.811120,-0.372212,4.597394,6.059619
1 Jul 2024 01:44:10.000,-1024.823384,-5397.795739,4122.155831,-0.359641,4.664002,6.009200
1 Jul 2024 01:44:20.000,-1028.356752,-5350.825075,4181.992659,-0.347026,4.730034,5.958043
1 Jul 2024 01:44:30.000,-1031.763757,-5303.197011,4241.314259,-0.334368,4.795481,5.906155
1 Jul 2024 01:44:40.000,-1035.043987,-5254.917432,4300.113348,-0.321671,4.860336,5.853542
1 Jul 2024 01:44:50.000,-1038.197045,-5205.992302,4358.382710,-0.308934,4.924590,5.800211
1 Jul 2024 01:45:00.000,-1041.222551,-5156.427664,4416.115193,-0.296161,4.988236,5.746168
1 Jul 2024 01:45:10.000,-1044.120139,-5106.229639,4473.303713,-0.283351,5.051266,5.691419
1 Jul 2024 01:45:20.000,-1046.889460,-5055.404425,4529.941255,-0.270508,5.113672,5.635973
1 Jul 2024 01:45:30.000,-1049.530181,-5003.958297,4586.020871,-0.257631,5.175447,5.579835
1 Jul 2024 01:45:40.000,-1052.041983,-4951.897606,4641.535682,-0.244724,5.236584,5.523013
1 Jul 2024 01:45:50.000,-1054.424566,-4899.228776,4696.478880,-0.231788,5.297074,5.465514
1 Jul 2024 01:46:00.000,-1056.677644,-4845.958307,4750.843730,-0.218823,5.356910,5.407345
1 Jul 2024 01:46:10.000,-1058.800945,-4792.092771,4804.623565,-0.205833,5.416086,5.348512
1 Jul 2024 01:46:20.000,-1060.794217,-4737.638812,4857.811794,-0.192818,5.474594,5.289025
1 Jul 2024 01:46:30.000,-1062.657222,-4682.603148,4910.401898,-0.179779,5.532426,5.228889
1 Jul 2024 01:46:40.000,-1064.389736,-4626.992564,4962.387432,-0.166720,5.589576,5.168112
1 Jul 2024 01:46:50.000,-1065.991554,-4570.813918,5013.762026,-0.153641,5.646037,5.106702
1 Jul 2024 01:47:00.000,-1067.462487,-4514.074136,5064.519387,-0.140543,5.701803,5.044667
1 Jul 2024 01:47:10.000,-1068.802360,-4456.780210,5114.653297,-0.127429,5.756865,4.982013
1 Jul 2024 01:47:20.000,-1070.011014,-4398.939203,5164.157616,-0.114300,5.811218,4.918750
1 Jul 2024 01:47:30.000,-1071.088309,-4340.558241,5213.026281,-0.101157,5.864855,4.854884
1 Jul 2024 01:47:40.000,-1072.034118,-4281.644518,5261.253309,-0.088003,5.917769,4.790424
1 Jul 2024 01:47:50.000,-1072.848332,-4222.205290,5308.832797,-0.074838,5.969954,4.725377
1 Jul 2024 01:48:00.000,-1073.530857,-4162.247878,5355.758919,-0.061665,6.021405,4.659752
1 Jul 2024 01:48:10.000,-1074.081616,-4101.779667,5402.025932,-0.048485,6.072113,4.593556
1 Jul 2024 01:48:20.000,-1074.500546,-4040.808102,5447.628175,-0.035300,6.122075,4.526799
1 Jul 2024 01:48:30.000,-1074.787604,-3979.340689,5492.560067,-0.022111,6.171282,4.459488
1 Jul 2024 01:48:40.000,-1074.942760,-3917.384994,5536.816112,-0.008920,6.219730,4.391631
1 Jul 2024 01:48:50.000,-1074.966000,-3854.948642,5580.390896,0.004272,6.267412,4.323237
1 Jul 2024 01:49:00.000,-1074.857328,-3792.039317,5623.279089,0.017462,6.314324,4.254314
1 Jul 2024 01:49:10.000,-1074.616763,-3728.664758,5665.475446,0.030650,6.360458,4.184871
1 Jul 2024 01:49:20.000,-1074.244340,-3664.832763,5706.974807,0.043834,6.405810,4.114916
1 Jul 2024 01:49:30.000,-1073.740111,-3600.551182,5747.772099,0.057011,6.450374,4.044459
1 Jul 2024 01:49:40.000,-1073.104143,-3535.827922,5787.862333,0.070181,6.494145,3.973506
1 Jul 2024 01:49:50.000,-1072.336521,-3470.670941,5827.240609,0.083342,6.537118,3.902069
1 Jul 2024 01:50:00.000,-1071.437342,-3405.088250,5865.902114,0.096492,6.579286,3.830154
1 Jul 2024 01:50:10.000,-1070.406724,-3339.087911,5903.842124,0.109630,6.620646,3.757771
1 Jul 2024 01:50:20.000,-1069.244798,-3272.678037,5941.056001,0.122753,6.661193,3.684929
1 Jul 2024 01:50:30.000,-1067.951712,-3205.866789,5977.539198,0.135861,6.700920,3.611636
1 Jul 2024 01:50:40.000,-1066.527629,-3138.662378,6013.287259,0.148952,6.739824,3.537903
1 Jul 2024 01:50:50.000,-1064.972729,-3071.073060,6048.295815,0.162024,6.777901,3.463737
1 Jul 2024 01:51:00.000,-1063.287208,-3003.107138,6082.560590,0.175076,6.815144,3.389148
1 Jul 2024 01:51:10.000,-1061.471277,-2934.772962,6116.077398,0.188106,6.851551,3.314145
1 Jul 2024 01:51:20.000,-1059.525164,-2866.078924,6148.842146,0.201112,6.887116,3.238738
1 Jul 2024 01:51:30.000,-1057.449112,-2797.033460,6180.850831,0.214094,6.921835,3.162934
1 Jul 2024 01:51:40.000,-1055.243380,-2727.645048,6212.099544,0.227048,6.955705,3.086745
1 Jul 2024 01:51:50.000,-1052.908243,-2657.922207,6242.584469,0.239974,6.988721,3.010178
1 Jul 2024 01:52:00.000,-1050.443993,-2587.873496,6272.301883,0.252871,7.020878,2.933244
1 Jul 2024 01:52:10.000,-1047.850934,-2517.507515,6301.248157,0.265736,7.052174,2.855952
1 Jul 2024 01:52:20.000,-1045.129390,-2446.832899,6329.419755,0.278568,7.082605,2.778311
1 Jul 2024 01:52:30.000,-1042.279698,-2375.858322,6356.813238,0.291365,7.112166,2.700330
1 Jul 2024 01:52:40.000,-1039.302211,-2304.592493,6383.425261,0.304126,7.140854,2.622020
1 Jul 2024 01:52:50.000,-1036.197299,-2233.044156,6409.252573,0.316850,7.168667,2.543390
1 Jul 2024 01:53:00.000,-1032.965345,-2161.222091,6434.292021,0.329534,7.195600,2.464449
1 Jul 2024 01:53:10.000,-1029.606750,-2089.135107,6458.540547,0.342178,7.221650,2.385207
1 Jul 2024 01:53:20.000,-1026.121928,-2016.792047,6481.995190,0.354779,7.246814,2.305674
1 Jul 2024 01:53:30.000,-1022.511311,-1944.201785,6504.653085,0.367337,7.271090,2.225859
1 Jul 2024 01:53:40.000,-1018.775344,-1871.373224,6526.511465,0.379849,7.294474,2.145772
1 Jul 2024 01:53:50.000,-1014.914487,-1798.315295,6547.567660,0.392314,7.316963,2.065424
1 Jul 2024 01:54:00.000,-1010.929219,-1725.036958,6567.819099,0.404731,7.338555,1.984823
1 Jul 2024 01:54:10.000,-1006.820029,-1651.547197,6587.263306,0.417098,7.359247,1.903979
1 Jul 2024 01:54:20.000,-1002.587424,-1577.855024,6605.897907,0.429414,7.379037,1.822903
1 Jul 2024 01:54:30.000,-998.231927,-1503.969473,6623.720625,0.441677,7.397922,1.741604
1 Jul 2024 01:54:40.000,-993.754072,-1429.899603,6640.729281,0.453885,7.415901,1.660092
1 Jul 2024 01:54:50.000,-989.154411,-1355.654493,6656.921796,0.466038,7.432970,1.578378
1 Jul 2024 01:55:00.000,-984.433510,-1281.243245,6672.296191,0.478133,7.449128,1.496470
1 Jul 2024 01:55:10.000,-979.591949,-1206.674981,6686.850585,0.490169,7.464373,1.414379
1 Jul 2024 01:55:20.000,-974.630324,-1131.958840,6700.583198,0.502145,7.478703,1.332115
1 Jul 2024 01:55:30.000,-969.549245,-1057.103980,6713.492350,0.514060,7.492116,1.249689
1 Jul 2024 01:55:40.000,-964.349336,-982.119575,6725.576461,0.525911,7.504612,1.167109
1 Jul 2024 01:55:50.000,-959.031235,-907.014815,6736.834050,0.537698,7.516187,1.084386
1 Jul 2024 01:56:00.000,-953.595595,-831.798905,6747.263738,0.549419,7.526841,1.001530
1 Jul 2024 01:56:10.000,-948.043084,-756.481063,6756.864247,0.561072,7.536573,0.918552
1 Jul 2024 01:56:20.000,-942.374382,-681.070519,6765.634398,0.572657,7.545382,0.835460
1 Jul 2024 01:56:30.000,-936.590186,-605.576514,6773.573114,0.584171,7.553265,0.752267
1 Jul 2024 01:56:40.000,-930.691204,-530.008300,6780.679420,0.595613,7.560223,0.668980
1 Jul 2024 01:56:50.000,-924.678160,-454.375138,6786.952440,0.606983,7.566255,0.585611
1 Jul 2024 01:57:00.000,-918.551791,-378.686295,6792.391402,0.618278,7.571359,0.502170
1 Jul 2024 01:57:10.000,-912.312848,-302.951047,6796.995633,0.629498,7.575536,0.418667
1 Jul 2024 01:57:20.000,-905.962095,-227.178676,6800.764563,0.640640,7.578784,0.335111
1 Jul 2024 01:57:30.000,-899.500309,-151.378466,6803.697722,0.651704,7.581103,0.251514
1 Jul 2024 01:57:40.000,-892.928284,-75.559708,6805.794742,0.662688,7.582494,0.167885
1 Jul 2024 01:57:50.000,-886.246823,0.268308,6807.055359,0.673591,7.582955,0.084235
1 Jul 2024 01:58:00.000,-879.456745,76.096289,6807.479407,0.684411,7.582487,0.000573
1 Jul 2024 01:58:10.000,-872.558881,151.914941,6807.066824,0.695148,7.581089,-0.083089
1 Jul 2024 01:58:20.000,-865.554075,227.714972,6805.817650,0.705799,7.578762,-0.166743
1 Jul 2024 01:58:30.000,-858.443184,303.487092,6803.732024,0.716364,7.575507,-0.250378
1 Jul 2024 01:58:40.000,-851.227080,379.222014,6800.810190,0.726842,7.571323,-0.333983
1 Jul 2024 01:58:50.000,-843.906645,454.910455,6797.052491,0.737230,7.566211,-0.417549
1 Jul 2024 01:59:00.000,-836.482775,530.543137,6792.459374,0.747529,7.560171,-0.501065
1 Jul 2024 01:59:10.000,-828.956377,606.110789,6787.031386,0.757735,7.553205,-0.584522
1 Jul 2024 01:59:20.000,-821.328374,681.604147,6780.769175,0.767850,7.545313,-0.667908
1 Jul 2024 01:59:30.000,-813.599698,757.013956,6773.673493,0.777870,7.536495,-0.751214
1 Jul 2024 01:59:40.000,-805.771294,832.330972,6765.745190,0.787795,7.526754,-0.834430
1 Jul 2024 01:59:50.000,-797.844121,907.545958,6756.985220,0.797624,7.516090,-0.917546
1 Jul 2024 02:00:00.000,-789.819147,982.649693,6747.394638,0.807355,7.504504,-1.000551
